2022-02-01 14:08:36.882221-05:00,0.001197,50.313267719539176
2022-02-01 14:08:37.383801-05:00,0.502777,50.0632639047837
2022-02-01 14:08:37.883841-05:00,1.002817,50.313267719539176
2022-02-01 14:08:38.381052-05:00,1.500028,50.750774395361255
2022-02-01 14:08:38.881028-05:00,2.000004,50.50077058060578
2022-02-01 14:08:39.383777-05:00,2.502753,50.688273441672386
2022-02-01 14:08:39.881035-05:00,3.000011,50.750774395361255
2022-02-01 14:08:40.382762-05:00,3.501738,51.25078202487221
2022-02-01 14:08:40.881047-05:00,4.000023,51.000778210116735
2022-02-01 14:08:41.381025-05:00,4.500001,51.0632791638056
2022-02-01 14:08:41.883798-05:00,5.002774,51.375783932249945
2022-02-01 14:08:42.381085-05:00,5.500061,51.12578011749447
2022-02-01 14:08:42.881165-05:00,6.000141,51.375783932249945
2022-02-01 14:08:43.381162-05:00,6.500138,51.31328297856108
2022-02-01 14:08:43.881054-05:00,7.00003,51.50078583962768
2022-02-01 14:08:44.381056-05:00,7.500032,51.43828488593881
2022-02-01 14:08:44.881078-05:00,8.000054,51.68828870069429
2022-02-01 14:08:45.381347-05:00,8.500323,51.50078583962768
2022-02-01 14:08:45.881035-05:00,9.000011,51.81329060807202
2022-02-01 14:08:46.381136-05:00,9.500112,51.68828870069429
2022-02-01 14:08:46.881058-05:00,10.000034,51.68828870069429
