timestamp,seconds from start,altitude
2022-03-16 12:15:47.982600-05:00,0.000403,120.87684443427176
2022-03-16 12:15:48.185030-05:00,0.202833,120.93934538796063
2022-03-16 12:15:48.388850-05:00,0.406653,120.68934157320516
2022-03-16 12:15:48.590223-05:00,0.608026,120.37683680476081
2022-03-16 12:15:48.791449-05:00,0.809252,120.25183489738308
2022-03-16 12:15:48.990274-05:00,1.008077,120.37683680476081
2022-03-16 12:15:49.192827-05:00,1.21063,121.1893492027161
2022-03-16 12:15:49.397778-05:00,1.415581,120.56433966582742
2022-03-16 12:15:49.598631-05:00,1.616434,120.93934538796063
2022-03-16 12:15:49.802286-05:00,1.820089,120.43933775844968
2022-03-16 12:15:49.999027-05:00,2.01683,120.81434348058289
2022-03-16 12:15:50.203953-05:00,2.221756,120.75184252689402
2022-03-16 12:15:50.407306-05:00,2.425109,120.87684443427176
2022-03-16 12:15:50.608524-05:00,2.626327,121.0018463416495
2022-03-16 12:15:50.809239-05:00,2.827042,120.87684443427176
2022-03-16 12:15:51.004984-05:00,3.022787,120.68934157320516
2022-03-16 12:15:51.209514-05:00,3.227317,120.87684443427176
2022-03-16 12:15:51.410599-05:00,3.428402,121.1893492027161
2022-03-16 12:15:51.610961-05:00,3.628764,120.43933775844968
2022-03-16 12:15:51.812009-05:00,3.829812,120.68934157320516
2022-03-16 12:15:52.016263-05:00,4.034066,121.31435111009384
2022-03-16 12:15:52.215189-05:00,4.232992,120.25183489738308
2022-03-16 12:15:52.418316-05:00,4.436119,120.81434348058289
2022-03-16 12:15:52.619061-05:00,4.636864,120.87684443427176
2022-03-16 12:15:52.820137-05:00,4.83794,120.75184252689402
2022-03-16 12:15:53.015668-05:00,5.033471,120.56433966582742
2022-03-16 12:15:53.215395-05:00,5.233198,120.87684443427176
2022-03-16 12:15:53.418581-05:00,5.436384,120.56433966582742
2022-03-16 12:15:53.622431-05:00,5.640234,120.93934538796063
2022-03-16 12:15:53.823902-05:00,5.841705,120.12683299000534
2022-03-16 12:15:54.029887-05:00,6.04769,120.68934157320516
2022-03-16 12:15:54.230421-05:00,6.248224,120.75184252689402
2022-03-16 12:15:54.430143-05:00,6.447946,120.56433966582742
2022-03-16 12:15:54.631744-05:00,6.649547,120.68934157320516
2022-03-16 12:15:54.832361-05:00,6.850164,121.0018463416495
2022-03-16 12:15:55.033606-05:00,7.051409,121.1893492027161
2022-03-16 12:15:55.233325-05:00,7.251128,120.93934538796063
2022-03-16 12:15:55.432440-05:00,7.450243,120.93934538796063
2022-03-16 12:15:55.636463-05:00,7.654266,120.37683680476081
2022-03-16 12:15:55.837472-05:00,7.855275,120.68934157320516
2022-03-16 12:15:56.038225-05:00,8.056028,120.81434348058289
2022-03-16 12:15:56.233818-05:00,8.251621,120.43933775844968
2022-03-16 12:15:56.434730-05:00,8.452533,120.68934157320516
2022-03-16 12:15:56.635901-05:00,8.653704,120.56433966582742
2022-03-16 12:15:56.836702-05:00,8.854505,120.68934157320516
2022-03-16 12:15:57.035104-05:00,9.052907,120.25183489738308
2022-03-16 12:15:57.234125-05:00,9.251928,120.56433966582742
2022-03-16 12:15:57.434992-05:00,9.452795,120.25183489738308
2022-03-16 12:15:57.638979-05:00,9.656782,120.37683680476081
2022-03-16 12:15:57.840061-05:00,9.857864,120.56433966582742
2022-03-16 12:15:58.038549-05:00,10.056352,120.62684061951629
2022-03-16 12:15:58.235757-05:00,10.25356,120.56433966582742
2022-03-16 12:15:58.437279-05:00,10.455082,120.50183871213855
2022-03-16 12:15:58.638559-05:00,10.656362,120.81434348058289
2022-03-16 12:15:58.839438-05:00,10.857241,120.93934538796063
2022-03-16 12:15:59.036040-05:00,11.053843,120.75184252689402
2022-03-16 12:15:59.237906-05:00,11.255709,120.37683680476081
2022-03-16 12:15:59.439215-05:00,11.457018,120.56433966582742
2022-03-16 12:15:59.643057-05:00,11.66086,120.31433585107195
2022-03-16 12:15:59.844751-05:00,11.862554,120.81434348058289
2022-03-16 12:16:00.040369-05:00,12.058172,121.06434729533837
2022-03-16 12:16:00.239727-05:00,12.25753,121.06434729533837
2022-03-16 12:16:00.441978-05:00,12.459781,121.3768520637827
2022-03-16 12:16:00.643003-05:00,12.660806,121.50185397116044
2022-03-16 12:16:00.844031-05:00,12.861834,121.62685587853818
2022-03-16 12:16:01.039756-05:00,13.057559,121.50185397116044
2022-03-16 12:16:01.244184-05:00,13.261987,121.56435492484931
2022-03-16 12:16:01.447805-05:00,13.465608,122.06436255436027
2022-03-16 12:16:01.648612-05:00,13.666415,122.06436255436027
2022-03-16 12:16:01.853072-05:00,13.870875,122.18936446173801
2022-03-16 12:16:02.056352-05:00,14.074155,122.50186923018235
2022-03-16 12:16:02.257826-05:00,14.275629,122.68937209124896
2022-03-16 12:16:02.459824-05:00,14.477627,122.68937209124896
2022-03-16 12:16:02.660892-05:00,14.678695,122.43936827649348
2022-03-16 12:16:02.862063-05:00,14.879866,122.81437399862669
2022-03-16 12:16:03.069480-05:00,15.087283,123.1893797207599
2022-03-16 12:16:03.268631-05:00,15.286434,123.31438162813764
2022-03-16 12:16:03.471242-05:00,15.489045,123.06437781338217
2022-03-16 12:16:03.671798-05:00,15.689601,123.43938353551538
2022-03-16 12:16:03.872302-05:00,15.890105,123.31438162813764
2022-03-16 12:16:04.073139-05:00,16.090942,123.81438925764859
2022-03-16 12:16:04.279564-05:00,16.297367,123.93939116502632
2022-03-16 12:16:04.480621-05:00,16.498424,123.81438925764859
2022-03-16 12:16:04.681637-05:00,16.69944,123.75188830395972
2022-03-16 12:16:04.882684-05:00,16.900487,123.75188830395972
2022-03-16 12:16:05.083192-05:00,17.100995,123.87689021133745
2022-03-16 12:16:05.280219-05:00,17.298022,123.87689021133745
2022-03-16 12:16:05.483462-05:00,17.501265,124.06439307240406
2022-03-16 12:16:05.684602-05:00,17.702405,124.1893949797818
2022-03-16 12:16:05.885300-05:00,17.903103,124.00189211871519
2022-03-16 12:16:06.085022-05:00,18.102825,124.06439307240406
2022-03-16 12:16:06.282445-05:00,18.300248,123.93939116502632
2022-03-16 12:16:06.483656-05:00,18.501459,123.62688639658198
2022-03-16 12:16:06.677672-05:00,18.695475,124.31439688715953
2022-03-16 12:16:06.878980-05:00,18.896783,124.3768978408484
2022-03-16 12:16:07.075939-05:00,19.093742,123.93939116502632
2022-03-16 12:16:07.280706-05:00,19.298509,124.62690165560387
2022-03-16 12:16:07.483786-05:00,19.501589,124.564400701915
2022-03-16 12:16:07.684722-05:00,19.702525,124.1893949797818
2022-03-16 12:16:07.885556-05:00,19.903359,125.06440833142595
2022-03-16 12:16:08.084085-05:00,20.101888,124.93940642404822
2022-03-16 12:16:08.283268-05:00,20.301071,125.06440833142595
2022-03-16 12:16:08.484092-05:00,20.501895,124.68940260929274
